Sentiment,SentimentText
0,@aubreyanne you were here in the Bay?! I didn't get to see yaz 
4,"@CChiron best belly laugh I've had all day, easily  thank you!"
4,@CChiron Thanks for your advice. 
4,@cchristinab Are you here? 
4,@cchristinab Did you see the Twilight?  I saw it yesterday  It's awesome  but the hungarian voices are a little stupid XD haha XD
4,@CCindyjoe then do it.. I'm sure she'll leave you alone 
4,@ccjoonas its truee xD &amp;yyuup  i bought 'em yesterday as i said so xD
4,@cclai its just a plain straight short cut with some layers. Its length is in between my shoulders and chin. Any suggestions? 
4,@ccmatthews icey ice school was actually good today  teehee
0,@ccmatthews lol im so sleepy but i cant sleeep  im 2 nervous abt 2moro lol
0,@CCMonai- im not ready for this finale either... 
4,"@CCole2008 cheer up mate, you can do it. It gets much better "
0,@ccollinsmith You didn't do the trip to Chicago for #symp09 ?    Robbed!  Make up for it with a trip to Sydney instead  
4,"@ccolmenar woohoo!! Have a GREAT time - and they play, &quot;when I can't stop this feeling&quot; light up the old lighter for me, will ya? "
0,@CCooper83 Yep tomorrow at 8am. We'll head straight to the hospital to see his grandpa who had a stroke yesterday 
4,@ccorpus no such thing 
4,@ccp12 Petitions: #Electrik Red &quot;P Is For Power&quot; BET Access Granted http://www.petitiononline.c.. http://twitition.com/f5iae Sign pls 
0,"@ccrichton I had one until a week ago, then a pigeon took a dump on it... I had to throw it out. "
0,"@ccrouleau That sucks!  Tomorrow I'm on until 6, next Saturday I'm 4-9, and I don't know about next Sunday yet. every other day I'm 5-9."
0,@ccruz54 HELL YES. Lol. I healed Vault an hour ago but I had to stop because I have no computer desk 
4,"@CCSeed beautiful pictures, CC - reminds me of home. Thanks for posting them "
4,@CCSeed Enjoying your pics everyday! 
4,@ccsilva2 @ccsilva2 im glad meds are working  migraines suck.
0,@ccthedj shush ur mouth woman!!! 
4,@CCullenMD Full Moon! I totally rocked that song on Tap Tap Revenge. 
4,@CCullenMD That's okay. I can wait 
0,@CCWGGuy they had passes for that?   aw
4,@cda23 did u c Fred is Gay? That video is funny! I love the part where he says &quot; I'm being sexy.&quot; He's so cute!!! 
4,@cda23 I'm here. The trailer for new moon is so cool. I was shoocked when I saw Jacob turn into a wolf. I'm so gonna see New Moon!!! 
4,@CdaArtsConnect We are not AT work today but kind of working from home on little projects 
4,@cdarican Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
0,"@CDashMoney i think it is because they are in a venue in traverse city,  instead of the palace. they don't have the usual tech setup. "
4,@CDBlock oh no problem buddy.  I hope u at least told them to fuck off
0,@cdevroe lucky! I can't see it tonight.... 
0,@cdf12345 i want to play! no xbox 
0,@cdfinder Hmm... be at yours for breakfast tomorrow then? We're looking at an Old Mother Hubbard's cupboard situation here 
4,@cdhinton especially when its a recording and the sheet music is on the powerpoint 
4,@cdhinton ok pal - not gonna do it for a while anyway - helping out guy in unit next door just now 
0,@cdianed what do I do to bring it down? Its still 102! 
4,@cdibble and tweeting at the same time ! I'm impressed ! 
4,@cdiddyxO Aw ok i see well dats ur problem stop messing with boys and get u a MAN 
0,@cdiddyxO im sorry  if you need to vent just hit me up
4,@cdjensen I look forward to hear the *BANG* 
4,@cdjensen Thanks 
4,@cdlastimosa The HILLS. 
4,@cdlowell i saw that last week. it was great movie! can't wait 'till it's on DVD. 
4,@cdlowell Jars was gonna be my answer 
0,"@cdlowell Sadly, I have you beat.   hehe  Hope you're well, bro! Night"
4,@cdlowell Yeah... I'm up that early 4 work most days... not a fun time of day... makes this time of day nap time 
0,@cdlstatus are you guys dead again?  I can't load it up
0,@cdmccue hey I never got a call back  so unloved!!
4,"@cdn i don't think this one is the real stina persson, or at least, not the wonderful artist "
4,"@cdncamel LOL, Claire.  Even if you pass on the room, I'm not crazy!  All five of my psychiatrists say so.  "
0,@CdnCoverGirl omg babes if u need anything holla at me my condolences  keep ur head up mama !
4,@cdndressage haha directions... you women and your bad sense of direction. http://is.gd/CkLV there's a google map of my place 
0,@CdnGal_ps no I wish once every five to ten years 
0,"@CDNina I agree. He will be great no matter what! But still, such a shame. Should've won. Boo hoo "
4,@cdnmindfreak I know you would babe lol. 
4,@cdnsk8r Are you sure you want the answer to that?  I will tell you if you're sure! 
4,@cdnsk8r Watch them and we will discuss!  I am not going to spoil any more for you!  It's such an awesome show.
0,@cdnstar Not paved yet. 
4,"@cdod1234 and thanks. I, dont think mine like turned out sooper good thought um. but im wearing my other one tomorrow! Look for it! haha "
4,@cdorobek @MaherLtd all good ideas! I'll be on a plane when this occurs so i'm sure you all will come up with something great 
4,"@cdorso Deal.  When @Shana729 is speaking, I'll tweet &amp; vice versa. Lunch after? Need to leave by 2 to head back for grad class."
0,@CdOt2 I'm at work so I can't  ohhhhh but when I get off its on
4,@cdouglasroberts great to have you back &quot;home&quot; tonight! We miss havin u in Tiger blue!! 
4,@cdouglasroberts Hey Chris I hope you're enjoying being at home. Follow Me... 
4,"@CDPappas cool.    I'm a transplant originally from Washington but have lived in CA, VA, PA, AZ too, lol - military brat &amp; vet"
0,@cdplaya yeah i realize this now 
0,@cdrmb700 tinyurl-link funzt nicht 
4,"@cdtaylor Once you go Mac... HA!!  You made my day, Chad!  "
0,"@CdtDelta I heard there are no invites to Google Voice that users can initiate.    But, thanks for checking!"
4,@cdubflysociety Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
4,@cdufnstuf baby girl I'll be back around 4 we do have a ton to talk about 
4,@chriscornell fort erie ontario has blue skies and a hot sun...hope the weather turns for ya 
4,@chriscornell have a great show at rock am ring tonight !! i'll be there in spirit 
0,"@chriscornell http://twitpic.com/6cx9c - Damn to my shyness.    Next time, Chris? ;)"
4,@chriscornell http://twitpic.com/7fpbh - congrats on a great gig! I loved it.. wrecked today though 
0,@chriscornell http://twitpic.com/7xgch - all this Nova Rock pics are seriously depressing me right now...  but hey hope you had a grea ...
4,@chriscornell i thought you might read them all. at least i hoped you did  love scream. was listening today 
4,"@chriscornell IÂ´d like to win tickets for Hamburg or Berlin.  I enjoyed Bochum so much,IÂ´d love to have another great evening with you. ;)"
0,@chriscornell Just raining a little? Here its pouring with rain. And we have fog. ITS JUNE!  What are you doing today? Just relax?
4,@chriscornell just read the interview in Guitar mag...Soundgarden reunion &quot;could happen?&quot;    Interesting! Great interview!
0,"@chriscornell Send me some sunbeams please. Here its totally dark now, storminess-time.  And youÂ´re only 1,5hours away from me.. "
4,@chriscornell so my friend locked himself in a rm &amp;had a make-shft kareokee sesh to an audiosalve cd last nite---it was hysterical lol 
4,@chriscornell Tennessee. northeast to be exact. its beautiful clear skies here. no rain.  have a great day/night.
0,@chriscornell Thanks for an awesome weekend!  I'm sad it's over! 
4,@chriscornell welcome back to germany 
0,"@chriscornell Were you just in Milwaukee? If so, I am sad that I wasn't there. We were recording that day. "
0,@Chriscornell why isnt everyone with you? 
0,@chriscornell Wish I could've seen you in Dublin 
4,@ChrisCorona Thank you for following me: I really apprecaite it! Looking forward to your tweets! 
0,"@chriscoyier that's the shit side of the Internet  Good luck fixing it, I love  www.css-tricks.com great css and design work."
0,@ChrisCredendino Rainy.  I'm trying to talk everyone into hitting up a mall but we'll see. &lt;3
4,@ChrisCuomo Also Div Merc Sun. Do you know abt the correlation of Div Mer Image w/shroud of turin? Very interesting/gma shd do story. 
4,"@ChrisCuomo awww, I like that picture of you and Elmo. "
4,"@ChrisCuomo I would LOVE to go there, want to see the pyramids so bad. Yes please take lots of pics closest I'd ever get to there "
0,@ChrisCuomo not a big fan of your shirt/tie combo- just doesn't look right on TV. 
4,"@ChrisCuomo people, (because also I'm not North American "
4,@ChrisCuomo please b safe 
4,@chriscuzzy ...Now I'm going back to bed. LOL. Enjoy your time at the gym. I'll be sleeping. 
0,@chriscuzzy awww you lucky thing here i am stuck in england with the not very sunny weather  wubu2?
4,@chriscuzzy cause it can always be covered or taken out for filming 
4,@chriscuzzy Chris...what are the chances you could come visit us at http://www.tinychat.com/17t1fa Please and thank you 
4,@chriscuzzy LMAO-the poor guy 
4,@chriscuzzy pretty sure it wasn't me 
4,"@cdumo congrats, uncle chris "
4,@ce5lkh Did you get my iPhone ring tone message? I have found a vid that explains how to convert songs to ringtones 
0,"@ceabs Wow, that's a whole lot of suck for one day. "
4,"@ceanders good luck homes. I'll be at my computer for most of the day, so chat me if you want a diversion/support "
4,@ceanncait You should've brought extra CDs to sell 
4,@ceannieboy I wish I was there. God I miss it! Enjoy the clouds for me 
4,@cease_ haha aww. we just left! hopefully the rain doesn't last and you get outta there soon! 
4,@Cease_ take me to electro pop. 
4,@ceayou @garpods22  i'm followin' both of you 
4,"@cebaugh me too, time for bed..been a great day...night friends "
4,@CEBB thanks eric some of the mafia is coming over tomorrow for a puppy playdate  come if you're free
4,@Cebu777 aww cool! hahaha Sheepz. baka magka identity crisis aso mo ah! hahaha 
4,"@Cebu777 yup, Pahiyas is in Lucban, Quezon. Haven't been to Cebu YET, but I'm hoping to go soon! "
0,@CeC @forbairt The film looked spectacular and the 3-D was great but the dialog was in Spanish so I was a bit lost 
0,@cece_newnew y all the name callin sheesh 
0,@CeceJonas oh thats good then! is it summer where you are? it is winter here 
4,@cecemariex3 kaayy we're deff gunna hit them uppp  and shhh dnt be tellin my BIZ in twitter lol =P
0,"@ceci_c hope you can sleep well tonight , otherwise, your immune system will get weaker. "
0,@cecilguy Cici's pizza is never a good idea. 
0,@cecilguy Why not use LiveJournal? 
4,@cecilhamilton *2 thumbs up* for Depeche Mode. They Rock 
4,@Ceciliaaa eaaaa!!! thanks!!!! 
4,@CeciliaAmanda aw that's great  have a nice sunday? I want another irish margarita right now
0,@ceciliabedelia go team  can't wait for reunionnn
0,@ceciliabedelia i know so lame 
4,@cecilialee it's my first in three months  i'm so happy
0,"@CeciliaMadness I hope TAI comes soo bad!  I'm going into University next year, and I might not be able to go to shows "
4,@ceciliatan @midnightdesire made me a pretty bookcover!  It's the background of my twitter.
4,@ceciliepoulsen is here 
4,"@cecilyam Hehe, well don't go overboard with them. Yours are usually pretty good "
0,@cecilyjamelia this disappoints me Ceccy 
4,"@Cecilyk I knew you would, you're like a bulldog of a mama, I love that about you "
4,"@Cecilyk Not so much spelling as usage, I guess.  &quot;throws her two-sense &quot;  It should be &quot;two cents.&quot;  But I'm picky. "
4,@cecilyr Beautiful blog you have. Nice chatting with you tonight. Come check us out http://blog.gracobaby.com 
4,"@cecinievas love yaaaaaa a lot. hope to see you soon  at school? Â¬Â¬ im going to talk with you before that, sure im going. i really love u!"
0,"@cecinievas omgggggggggg, cant belive it! what had happened to it friend? do you know where did you missed it? thats not nice!!  "
0,@Cecy_P @Paolagarinwhat about.. me?  jajaja nsc xD
4,"@cecycorrea I actually live in Baton Rouge... but it's fine here!  A little chilly, but nice. How are you?"
0,@chriscuzzy that really sucks  did you hit them?
4,"@chriscuzzy Well, good morning, even if it is a bit early for you  Enjoy relaxing in the sun "
0,@chriscuzzy Would be nice to have time to play the videos! Envy!! 
4,@chriscuzzy yay !! thank you !! 
0,@chriscynical i tried to get a pic of the water with my phone's cam but it didnt work 
4,"@ChrisDaCosta I agree, I suspect most of people who make one-phrase reviews for movies and book, never even bother to watch or read "
0,@CHRISDADDY y u upset? 
4,@chrisdahlilama is the 2mile on thursday? 
4,@chrisdaniel Maybe he's gone green and uses a push mower!  
4,@ChrisDavid315 Thank u budddy 
0,@chrisdavidmills I like it! It's just too late to add it to the business cards 
4,@chrisdawson you win lots of stuff!  
0,@chrisdejabet Good Morn/oon. How you feeling? Not so good? 
0,@chrisdejabet http://bit.ly/KDkvO  twitter can't tell time  #getoffmylawn
0,@chrisdevaweb I liked that feature of tweetie 
4,"@chrisdickson I'm really excited about this challenge, just so you know.  "
4,@chrisdimare awesome man!  Thanks.. I'll be sure to keep that in mind and spread the word. 
4,@ChrisDittmer Hahaha been practising all day today then? Stalling only maybe... 20 times rather then 40? 
0,@CHRISDJMOYLES  i still like cake but have no trainor 
4,@CHRISDJMOYLES aah ther u got yr reply from @lilyroseallen. Hve a lovely day 
0,@CHRISDJMOYLES and I bet you still get there before us. Stuck in a massive traffic jam in silverstone village 
4,"@CHRISDJMOYLES Anthony and the Johnson's, Hope there's someone, please "
0,@CHRISDJMOYLES Are you going to let us know HOW exaggerated it is then? 
4,@CHRISDJMOYLES Are you no stalking her?  Making sure you reply to every posting she made?  Oh dear.... 
0,@CHRISDJMOYLES Chris - please help - how do I retweet? I did try once and think I got it horribly wrong  Thanks a lot - Jacqui x
0,@CHRISDJMOYLES chris i need motivation from you...after a week off i struggled to run 3 miles...not happy 
4,"@CHRISDJMOYLES Chris Moyles, grown up? Hahaaa, Aww Bless "
4,"@CHRISDJMOYLES Dare you to play the Beastie Boys, Sabotage "
0,"@CHRISDJMOYLES didnt get tickets  live in MK, gutted xx"
4,"@CHRISDJMOYLES FATTY!!! you're back!! yay, we can argue again hopefully "
4,@CHRISDJMOYLES go chill with a beer in the garden! and have one for me too 
4,@CHRISDJMOYLES Good Morning  Are you feeling fine and dandy on this #amazingday
4,@CHRISDJMOYLES good morning chris 
0,@CHRISDJMOYLES hey mr moyles lily Allen won't speak to me either  how rude!!
0,@CHRISDJMOYLES hi pal is there anyway watch back the recorded show?? i cant watch it all as i go to work  aarrrr   neal
0,@CHRISDJMOYLES How do i download Nana Window? Can't find it on the radio 1 website!! Doin my head in  x
4,"@CHRISDJMOYLES http://bit.ly/QiZEv  watch my vid, i'm a secret agent for cadbury's "
4,"@CHRISDJMOYLES http://twitpic.com/6rgkk - absolutely gorgeous, as usual!!! "
0,@CHRISDJMOYLES http://twitpic.com/7nr2q - And I was less than a mile away drinking by myself  I'm soooo lonely lol
0,@CecyTxGaL well.. what i meant was yew cant see @ replies of other ppl unless ur on their page... they dnt show up on yr own anymore. 
4,"@ced oh, so ilang tulog nalang pala.  Thank you "
4,@CedesBayBii _haven't heard from you..just wanna know if you're doing okay 
4,@CEDESBITCH i love to lick 
4,@cedmeijer amazing concert 
0,@cedric_chee I use palringo for chat and Fring for Voice calls... The problem with both is that they don't offer a paid no-advt version 
0,@Cedric_Redric  I'm sorry you have all these boo boos 
4,@CedricLenaers damn straight 
4,@cedricradio That'd be cool. 
0,@cedsolo Hey pa what's gidi? Our schedules kinda flipflopped this weekend  Hit me up when u make it bk in town
4,@cedupre http://twitpic.com/7fwsi - DANG!  That was fast!  Looks good! 
0,@cedupre i've still never seen it! 
4,@CeeAnn927 Dont let a nigga mess ur day up!!! Pick it up girl and DO u! He'll come back 
4,@CeeCee_DeVille thats disturbing lol u can spank me while i fuck u thgough 
0,@CeeCee922 YES I AM!!! 
0,@CeeCeeJayez can u aak them if they call ppl who smsd yesterday? they won't reply to me 
0,@CeeDaHKiD89 um...I'm not sure if my aim still works 
4,@ceeecil Haha my brain hurts from having to do all the work. 
4,"@ceeemmess hi cs, welcome to the twitterverse, if i can help with anything, just ask "
4,@Ceegiewinkle  YAY!!!! Days off are AWESOME 
0,@CeeHawk my phone finally died...i cant originate any calls or texts 
4,@ceej424 you don't know what you're doing!!! lol j/k 
4,@ceejay29 what's goood I'm baaaaaack you miss me j/k 
0,@ceejaymcturk I know  It has ruined my night!
0,"@ceejaymcturk me too, but I well overdid their album "
4,"@ceejayoz nothing wrong with curl, if you want to manually type each time... cmd-line programing for twitter I have automation plans for "
0,@ceejayrider @babygirlparis  aaahh come home  we miss u  http://twitpic.com/6sw6j
4,@ceejbass Hey love you guys 
4,@ceejc i'm liking that you and abby are putting out almost identical tweets almost simultaneously  I LOVE YOU BOTH!
0,@ceejcastro the movie killed me. I can't imagine what the book will do  I love it though
4,@ceejerk *APPROVING look* 
4,@ceejerk You will definitely be okay.  We will take care of you.
0,"@ceejoy17 oo..  i need chanta to give me one, "
0,@ceekaigax Heey! I wish I was going to Glasgow today! Ive only got the last 2 newcastles left now.  Have a wicked time!
0,@ceekaigax Well I orginally got 4 tickets for Monday but can't go  but my dad then got 2 tickets cos I was so gutted and he managed to get
4,"@ceemaccee lmao. Actually my wife Steph would say the same about me, she hasnt caved yet  lol"
4,@ceemaccee sounds pretty damn good. 
4,@Ceemb  Thanks.... I was so lucky  ! ...u do not get 2 stalls just like that !  There is now a waiting list !
0,"@ceetee Seriously, I had expected rains today and that was the reason, I didn't bike to office today  . Whats your plan for the evening?"
4,@ceetee That's exactly what I'm talking about. This same pack of Bourbon will taste so much better than it does at day time. Just watch 
4,@ceetee u got i-phone dude....capture some good moments na 
4,"@ceetee yaar as such Arjun suits me , but not all my frens :p, and 1 of ma fren got Shri Krishna , he no way deserve that lol "
4,@ceetee you can't help it buddy! you will need to drink #jaljeera only 
0,@ceetee94 meeee tooooooo 
0,@ceethedon lmao ugh i wish i can hustle  shit has me soo stressed im gon sell ass or sumthin lol uhm. Fire island is wat it is....Gay.
4,@ceeveet very nice 
0,@Ceezyland me tooooo 
0,"@CeferWat unfort we were already at wrk lol, jst had to turn sum ppl away, most annoying "
4,@CeFuego LOL! we are like two peas in a pod  hahahah gahh sis I normally don't say this...but I need some drank in my life pronto! :-/
4,"@CEG777 Congrats! That is wonderful news, and well deserved. "
0,"@ceggs  Oooh ! Wish I knew how ! I have loads of ideas for films, but can't write tosave my life ! Ah ! Well ! "
4,@ceggs  Thanks 
4,@ceggs a cold one certainly wouldn't go a miss 
4,@ceggs awww thank you! 
0,"@ceggs http://twitpic.com/800hm - Looks like he's on a kind, patient mount there. Looks like my first pony Ben. Sadly missed "
4,@ceggs i might go a little walk later 
0,@ceggs LOL i always get told i'm far too bossy 
0,@ceggs Meh  where do you work?
4,@ceggs Morning you 
4,@ceggs Naw ! They just turned the burgers over ! Glad you fixed it though! 
4,"@ceggs sorry to say it's not my idea, @frombecca started this one, but what a good way to cheer up miserable Sunday rain "
4,@ceggs what too?? - something with in 
0,"@cehsja, aah, TD...that's too bad! "
0,@cehsnet Got the DLL interfaced and discovered it only does half the job.  The rest is supplied as source... in Visual Basic 
4,@ceiababes yes any kind as long as they're in good condition  thank you ceia!
0,"@ceibner  ok, I understand. Hugs to you, Mr3 and @maduck"
0,@ceidiog Check your emails before coming to town 
0,@ceidiog I'm not in America! I'm not going anymore  You phoned earlier?
4,"@ceijay e.g. spend 3 minutes looking through this profile and website, and leave a nice comment about it. Works like magic "
0,@Ceilia_Aleen i dunno how ewin got it to charge that one day now it wont turn on because te battery is dead 
0,@Ceilidhann  Sad! I hope you find something more fun and less back spasm-y to do with your summer.
0,"@CeilidhMhari thanks so much, bby  ugh, tonight was ridiculously hard... wish you were there  i miss him so so much "
4,@cejpittman I just finally remembered to look at the blog. I *love* the header! The drawing is very cute 
4,@celamaria youre gonna love our pics with you. 
4,"@celeb_assistant sauvignon blanc or Chardonnay, I used to be in catering  but drink what you like, throw out the rule book if you want"
0,@celebfakes sad face 
4,@CelebManMeat bwhahahaha! 'stinkin' hot vampire'!!! hilarious! 
4,@CelebManMeat i'm all over it 
4,"@CelebManMeat no doubt, every bit helps. I'll go chek the blog out "
4,@CELEBriittany lol kk goodnighhhtttt!! love u too!! 
0,@CHRISDJMOYLES http://twitpic.com/7nr2q - haha what a night... not that I was there tho 
4,@CHRISDJMOYLES I care that much too 
0,"@CHRISDJMOYLES I know the feeling, its gorge for once here in glasgow and I been stuck in all day packing "
0,@chrisDJmoyles i miss you DJing in the week mornings  hurry up and get off holiday (:
4,@CHRISDJMOYLES I understood that it was a retweet! I must be more intelligent than some of your other followers 
0,@CHRISDJMOYLES I'm in Slough 
4,@CHRISDJMOYLES lol imagine if you did though! if you're as popular as lily allen it could of ended up on the news 
4,@CHRISDJMOYLES lol its even later now.. 
4,@chrisdjmoyles mornin' !  do get a mention now too aye?  i think i should!  x
4,"@CHRISDJMOYLES morning Chris, have alook at this  -  http://tinyurl.com/lsrh3k - u will love it!"
0,@CHRISDJMOYLES my name is also Jo Harland! I got excited for a sec and thought you were talking about me. Then I realised it wasn't 
4,@CHRISDJMOYLES regarding grand prix: classic sunday behaviour 
4,@CHRISDJMOYLES Request: stay on til 12:45 
0,@CHRISDJMOYLES sat in my drive.....house west facing no sun here either 
0,@CHRISDJMOYLES the justice left when DJ Talent was voted off (N) 
4,@CHRISDJMOYLES watch @Wossy  's show -the killers were fab 
0,@CHRISDJMOYLES where can i find todays pictures of aled? i was at work this morning and didn't hear the show 
4,"@CHRISDJMOYLES www.justgiving.com/laurenselby93 - please visit, its all for charity!  "
4,@CHRISDJMOYLES yep got both for a pound from a charity shop - so thanks to you tht charity shop is Â£1 up 
4,@CHRISDJMOYLES You rock Mr Moyles!! I did Spag Bol! 
4,@CHRISDJMOYLES you smell 
4,@CHRISDJMOYLES you sound like you're having fun 'fine tuning' Jo's show 
4,@CHRISDJMOYLES your sooooooooo good it's totally amazing 
4,"@chrisdowling British internet girl, that's me!  xx"
4,"@chrisdrackett in like a day, its gonna get bigger but i'm at least trying to have it smaller.... "
4,@chrisduh haha! You and Kayla both. 
0,@chrisdurso...wait! not peaches...it was a guy! but i dont remember his name 
4,"@chriseaton The high council has reached a verdict, you are &quot; Guilty&quot;! "
4,"@chriseatworld 3rd year and ready for duty.siquijor far from here., but who knows. hehe thank you for being my friend here "
4,"@chriseatworld nope, hehe, piercing is not allowed for nursing student here "
0,@chriseatworld yes n now nomore redbull in hk 
4,@chriseden good question 
4,@chrisedens I'm so jealous and what a great hubby you are..to go to an @etsy thing with your wife!!! 
0,"@ChrisEdmonson Oh, no, they picked a raining day! "
0,"@ChrisEfs ahh ok ill let u off then ;) days been abit crap 2bh, havent done much &amp; am really tired  u? xx"
0,@ChrisEfs Aww poor you keep warm.Im fine thanks glad its fri. Oh lucky u Im gonna have to wait till nxt year to go away  xx
4,@ChrisEfs how was it? am jealous  x
0,@ChrisEfs im guessing no  x
0,"@ChrisEfs Its okay yeah, im cold  How is yours going to far? x"
0,@aubreycrossd iPhone 3.0 os working well on my old 2G handset. No MMS though 
0,@AubreyG8 aww that sucks 
4,@aubreylao that is why I don't have a credit card! 
4,@aubreyleigh I can't wait for your hybrid organic food store slash yoga studio. Sign me up. 
0,@aubreym21  hope you're ok.
0,"@AubreyODay  Aubrey, i know i speek for a lot of fans when i say we miss seing you on T.V. I hope we will be seeing you again  ..."
0,@aubreyoday  how about...humm danielle lol yay
4,@AubreyODay  I was hope-n you would say Yes dud i  think you would kill that show LoL you got my VOTE! 
0,@AubreyODay  maybe another time i guess.
0,@AubreyODay aubrey has no love for dean-kelly.com. 
4,@aubreyoday aubrey it would be a dream come true if u left me a voicemail. My names Lou... 732-644-4773 Please!!!  i love u
4,"@AubreyODay Aubs, Fuck all these other people..I'M THE NUMBER 1 FAN!!!  Joe (617)-669-3319 "
0,@AubreyODay Awww why'd you get knee surgery?  I hope you feel better soon! &lt;3
4,"@AubreyODay bout to watch American High School, psyched! "
4,@AubreyODay call me 
4,@AubreyODay call me please 1-807-221-2601  id love to hear from you
