Sentiment,Tweets
[0],['  OU NOW IN Kindle Paperback Newelease\n\n\n ']
[0],['Amazon is struggling to tackle virus price gouging Here’s why ']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[0],['Starting an Amazon Business How to Sell on Amazon Guide ']
[0],['  Only a couple of hours left to download my funny middle grade space adventure⚡Max Voltage Multivese Mayhem⚡for FEE…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[0],['GDP Complaint Against Amazon Alleges Email Security Failures Could Cost the Company Billions in Fines… ']
[0],['  he story is nothing like what I expected but what a story it is It’s charming and mystical with undercurrents of h…']
[0],['  Bad Boys in Love Series Book  Fernando  mustread bestselling romance ']
[4],['Alien Love Secrets  SteveVai  Hardock HeavyMetal アマゾン Amazon AmazonJP']
[0],['ofu Skin dried bean curd cut pieces  grams from China 中国腐片） JOHNLEEMUSH  来自 ']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[0],['March   at AM Amazon Gift Card Giveaways  ']
[0],['   hanks for the opportunity Please find a link to my debut novel  WriterLift i…']
[4],['NP ichard AllenBilly D Demoya   ECKLESS HEA NewMusic une in and listen  Get it now on ']
[4],['  eggie Wants a Hippo for Christmas\nA little bunny who wants an unusual present\neBook amp Print\n\nASMSG …']
[0],['  IN HE FACE OF ADVESIY PEE MAIN NEWELEASE PSYCHOLOGICAL HILLE link link ']
[0],['  FEE to Kindle Unlimited members all four of my military histfic novels WW Vietnam Aviation Seabees omance https…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[4],['A Naturalists Guide to the rees of Sri Lanka was published by John Beaufoy Publishing Very pleased to see some o… ']
[2],['EUNUL\u200b \u200b featured in \u200bMusicLovrz\u200b \u200bWW\u200b Magazine March \u200bNewSingle\u200b \u200bStreamin\u200b \u200b… ']
[0],['New DIK Malice by \neviewer \nGrade A\neview \nHeat Subtle\nBook… ']
[0],['  •´¸•´¨ ¸•¨\n ¸•´ ¸• KILLE SECES \n \nWith Killer Secrets Jack must protect Gemma with…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[4],['  NCzens are you seeing this Make sure you listen to our new album Neo Zone on  🎶\n\nListen here ']
[0],['  HoliKeBol Hindi Mein Bol\nCan you guess this evergreen Holi song\n\nLet the answers rain in the comments below using the Ho…']
[0],['  A Kindle Bestseller\n\n❈HE BEAYED❈ \n \n\nLeft for dead \nlost and confused \nhe drank too much…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[0],['  🥳💥 GIVEAWAY💥🥳\n\nWhen I hit  subscribers Ill be giving away twenty  Amazon gift cards as a thank you for the…']
[4],['  Who are you really talking to Your guess is as good as mine  Catfish Dating ussianbrides http…']
[4],['  As the ower casts a dark shadow over udor England Anne Boleyn enters a fragile time\n\nhe King is unpredictable Allies…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[0],['  PulwamaAttack Items for bomb bought on Amazon ']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[0],['  Amazon bitch fuck you cause you know damn welllllll ']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[4],['  broomchallange broomstick broomchallege 🧹 \nKing Broom Challenge Funny Sweep Standing Shirt tshirt 👕 broomstandchall…']
[0],['  My flashback Friday is written in  my memoir series\nA Harem Boy’s Saga a memoir by Young a b…']
[0],['    a very unique voice reminiscent of a fairy tale being told to a childa modern alleg…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[0],['  A nigga say he didn’t sleep well amp shorty is already on amazon searching new comforters You tell a nigga you’re  away…']
[4],['  HE CASE OF HE BLACK PEAL  Cannes Film Festival star vanishes with fabulous black pearl   Cannes …']
[0],['  oo Much Information elevant to coronovirus and appearing in a few months  \n']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[0],['  Daughter of the nobility cousin to a fallen queen child of fate Catherine Howard survives a dangerous childhood forging…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[4],[' HE LILE SHOEMAKES SILVE\n\nNOW IN PIN\n\nAnnabelle Shoemaker a leprechaun girl finds magic in frien… ']
[0],['     heres no one watching Its just restockers… ']
[4],['  Hey everyone I got great news I plan to do a GIVEAWAY ON MY WICH IF I reach   followers on Instagram by Sunday th…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[0],['  Kashmir teen shopped chemicals on Amazon to make bombs for Pulwama attack  ']
[4],['  my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…']
[0],['  Compelling extraordinary\n\n FOGIVE NO MOE\n\n\n\nPls \n\nIAG ASMSG rtArtBoost BC…']
[0],['  he  boys are back 🤩 \n\nListen to their new album ‘NC  Neo Zone’ now 🔥🎧  https…']
[0],['   hank you Meldrick\n\nhe Wild oses In  three friendships are torn apart by a chance meeting A…']
